Block,Old_Label,Label,Population,Genetic_Diversity,Generation_Parents,Generation_Eggs,Date_Census,Date_Start_Eggs,Date_End_Eggs,Image_Box1,Image_Box2,MC_Box1,MC_Box2,MC_Total_Adults,HC_Box1,HC_Box2,HC_Total_Adults,Nb_parents,Growth_rate,First_Throw,Extinction_finalstatus,Less_than_5
Block4,B4 - Backup Fam AA,8/18 BE B4 | G6 Med 9,Med9,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0236,DSC_0237,41.78338379,69.36832031,111.2,35,66,101,127,0.795275591,no,no,no
Block4,B4 - Backup Fam AB,8/18 BE B4 | G6 Med 10,Med10,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0226,DSC_0227,23.62030518,18.83765381,42.5,19,17,36,11,3.272727273,no,no,no
Block4, B4 - Backup Fam AC,8/18 BE B4 | G6 Med 11,Med11,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0206,DSC_0207,88.35945313,44.49143555,132.9,86,43,129,127,1.015748031,no,no,no
Block4, B4 - Backup Fam AD,8/18 BE B4 | G6 Med 12,Med12,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0230,DSC_0231,23.47559082,39.50529785,63.0,23,37,60,11,5.454545455,no,no,no
Block4,B4 - Backup Fam K,8/18 BE B4 | G6 Med 13,Med13,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0216,DSC_0217,68.08538086,58.41375977,126.5,73,64,137,98,1.397959184,no,no,no
Block4,B4-Backup Fam L,8/18 BE B4 | G6 Med 14,Med14,Med,5,6,8/18/21,8/18/21,8/19/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block4,B4-Backup Fam M,8/18 BE B4 | G6 Med 15,Med15,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0220,DSC_0221,10.81275391,14.83029785,25.6,11,15,26,143,0.181818182,no,no,no
Block4,B4-Backup Fam P,8/18 BE B4 | G6 Med 16,Med16,Med,5,6,8/18/21,8/18/21,8/19/21,NA,NA,NA,NA,1.0,0,1,1,147,0.006802721,kill,kill,kill
Block5,B5 All red mix ,8/25 BE B5 | G6 High 25,High25,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0271,DSC_0272,87.3812793,94.14260742,181.5,78,82,160,158,1.012658228,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 26,High26,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0269,DSC_0270,42.32837402,45.25330566,87.6,32,37,69,16,4.3125,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 27,High27,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0259,DSC_0260,101.6479395,148.0818555,249.7,83,132,215,128,1.6796875,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 28,High28,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0263,DSC_0264,113.5637207,104.4540039,218.0,104,85,189,169,1.118343195,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 29,High29,High,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,128,NA,kill,kill,kill
Block5,B5 All red mix ,8/25 BE B5 | G6 High 30,High30,High,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block5,B5 All red mix ,8/25 BE B5 | G6 High 31,High31,High,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block5,B5 All red mix ,8/25 BE B5 | G6 High 32,High32,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0287,DSC_0288,97.87816406,122.4874805,220.4,90,105,195,60,3.25,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 33,High33,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0281,DSC_0282,30.1052832,50.66291016,80.8,22,46,68,50,1.36,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 34,High34,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0261,DSC_0262,92.23396484,90.12191406,182.4,88,90,178,144,1.236111111,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 35,High35,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0279,DSC_0280,69.52745117,59.9354541,129.5,64,56,120,164,0.731707317,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 36,High36,High,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block5,B5-A1,8/25 BE B5 | G6 Low 26,Low26,Low,5,6,8/25/21,8/25/21,8/26/21,DSC_0285,DSC_0286,43.71015625,58.57890625,102.3,35,50,85,35,2.428571429,no,no,no
Block5,B5-B1,8/25 BE B5 | G6 Low 27,Low27,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5-E1,8/25 BE B5 | G6 Low 28,Low28,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block5,B5-C1,8/25 BE B5 | G6 Low 29,Low29,Low,5,6,8/25/21,8/25/21,8/26/21,DSC_0257,DSC_0258,12.30222656,11.44316406,23.7,1,4,5,8,0.625,no,no,no
Block5,B5-D1,8/25 BE B5 | G6 Low 30,Low30,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B(2)5-P1 ,8/25 BE B5 | G6 Low 31,Low31,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B(2)5-Q1 ,8/25 BE B5 | G6 Low 32,Low32,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block5,B(2)5-T1 ,8/25 BE B5 | G6 Low 33,Low33,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,2,NA,extinct,yes,yes
Block5,B(2)5-U1 ,8/25 BE B5 | G6 Low 34,Low34,Low,5,6,8/25/21,8/25/21,8/26/21,DSC_0265,DSC_0266,41.71429199,36.20725098,77.9,30,33,63,129,0.488372093,no,no,no
Block5,B(2)5-W1 ,8/25 BE B5 | G6 Low 35,Low35,Low,5,6,8/25/21,8/25/21,8/26/21,DSC_0275,DSC_0276,26.74784668,17.94808716,44.7,22,16,38,36,1.055555556,no,no,no
Block5,B(2)5-X1 ,8/25 BE B5 | G6 Low 36,Low36,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5 - Backup Fam F,8/25 BE B5 | G6 Med 17,Med17,Med,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block5,B5 - Backup Fam G,8/25 BE B5 | G6 Med 18,Med18,Med,5,6,8/25/21,8/25/21,8/26/21,dsc_0255,DSC_0256,8.624313354,9.098989868,17.7,5,7,12,141,0.085106383,no,no,no
Block5,B5 - Backup Fam H,8/25 BE B5 | G6 Med 19,Med19,Med,5,6,8/25/21,8/25/21,8/26/21,DSC_0273,DSC_0274,2,2,4.0,2,2,4,8,0.5,no,no,yes
Block5,B5 - Backup Fam I,8/25 BE B5 | G6 Med 20,Med20,Med,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5-Backup Fam A,8/25 BE B5 | G6 Med 21,Med21,Med,5,6,8/25/21,8/25/21,8/26/21,DSC_0277,DSC_0278,29.76977539,32.9237793,62.7,23,23,46,35,1.314285714,no,no,no
Block5,B5-Backup Fam B,8/25 BE B5 | G6 Med 22,Med22,Med,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block5,B5-Backup Fam C,8/25 BE B5 | G6 Med 23,Med23,Med,5,6,8/25/21,8/25/21,8/26/21,DSC_0267,DSC_0268,25.31020996,46.10091797,71.4,20,36,56,40,1.4,no,no,no
Block5,B5-Backup Fam D,8/25 BE B5 | G6 Med 24,Med24,Med,5,6,8/25/21,8/25/21,8/26/21,DSC_0283,DSC_0284,71.09684082,55.37442871,126.5,76,57,133,41,3.243902439,no,no,no
